ID_REF	SPOT_ID	miRNA_pre_accession	miRNA_id	premiRNA	miR_family	featurePos	plate_no	MF.PC_1	MF.PC_2	MF.PC_3	MF.PC_4	MF.fem.PC_1	MF.pIC.PC_1	MF.pIC.PC_2	MF.Alv.Lu_1	MF.Alv.Lu_2	MF.pIC.Alv.Lu_1	MF.pIC.Alv.Lu_2	MF.RP.Sp_1	MF.RP.Sp_2	MF.LI_1	MF.LI_2	MF.SI_1	MF.SI_2	MF.microglia.CNS_1	MF.microglia.CNS_2	Mo.6C+II-.Bl_1	Mo.6C+II-.Bl_2	Mo.6C-II-.Bl_1	Mo.6C-II-.Bl_2	Mo.6C+II-.BM_1	Mo.6C+II-.BM_2	DC.Sp_1	DC.Sp_2	DC.Sp_3	GN.Sp_1	GN.Sp_2	GN.Sp_3	GN.Sp_4	GN.fem.Sp_1	MC.PC_1	MC.PC_2	MC.IgE.PC_1	MC.IgEX.PC_1	MC.IgEX.PC_2	B.fem.Sp_1	B.Sp_1	B.Sp_2	B.Sp_3	B.Sp_4	B.93+.Sp_1	B.93+.Sp_2	B.93-.Sp_1	B.93-.Sp_2	B.Fo.Sp_1	B.Fo.Sp_2	B.Fo.aIgM.Sp_1	B.Fo.aIgM.Sp_2	B1b.PC_1	B1b.PC_2	B1b.PC_3	B1b.PC_4	B1b.PC_5	B1b.aIgM.PC_1	B1b.aIgM.PC_2	T.DP.Th_1	T.DP.Th_2	T4.Nve.Sp_1	T4.Nve.Sp_2	T4.Nve.Sp_3	T4.Nve.Sp_4	T4.Vb8-.SEB.Sp_1	T4.Vb8-.SEB.Sp_2	T4.Vb8+.SEB.Sp_1	T4.Vb8+.SEB.Sp_2	Treg.4.25hi.Sp_1	Treg.4.25hi.Sp_2	Treg.4.25hi.Sp_3	Treg.4.FP3+.Co_1	Treg.4.FP3+.Co_2	T8.Nve.Sp_1	T8.Nve.Sp_2	T8.Nve.Sp_3	T8.OT1.Sp_1	T8.OT1.Sp_2	T8.TE.LisOVA.d8.Sp_1	T8.TE.LisOVA.d8.Sp_2	T8.MP.LisOVA.d8.Sp_1	T8.MP.LisOVA.d8.Sp_2	T8.mem.LisOVA.d60.Sp_1	T8.mem.LisOVA.d60.Sp_2	Tgd.Sp_1	Tgd.Sp_2	Tgd.Sp_3	Tgd.CCR6+.LN_1	Tgd.CCR6+.LN_2	Tgd.CCR6+.aCD3.LN_1	Tgd.CCR6+.aCD3.LN_2	Tgd.27+.LN_1	Tgd.27+.aCD3.LN_1	Tgd.27+.aCD3.LN_2	NK.Sp_1	NK.Sp_2	NK.Sp_3	NK.Sp_4	NK.Sp_5	NK.MCMV.Sp_1	NK.MCMV.Sp_2	NK.49b+.Lv_1	NK.49b+.Lv_2	NK.49b+.MCMV.Lv_1	NK.49b+.MCMV.Lv_2	NK.49b-.Lv_1	NK.49b-.Lv_2	NK.49b-.MCMV.Lv_1	NKT.Sp_1	NKT.Sp_2	NKT.Sp_3	NKT.Sp_4	NKT.Sp_5	NKT.Sp.LPS.h3.50_1	NKT.Sp.LPS.h3.50_2	NKT.Sp.LPS.d1.50_1	NKT.Sp.LPS.d1.50_2	NKT.Sp.LPS.d3.50_1	NKT.Sp.LPS.d3.50_2	NKT.Sp.LPS.h3.165_1	NKT.Sp.LPS.h3.165_2	NKT.Sp.LPS.d1.165_1	NKT.Sp.LPS.d1.165_2	NKT.Sp.LPS.d3.165_1	NKT.Sp.LPS.d3.165_2	BEC.SLN_1	BEC.SLN_2	BEC.LCMV.SLN_1	BEC.LCMV.SLN_2	DN.SLN_1	DN.SLN_2	DN.LCMV.SLN_1	DN.LCMV.SLN_2	FRC.SLN_1	FRC.SLN_2	FRC.LCMV.SLN_1	FRC.LCMV.SLN_2	LEC.SLN_1	LEC.SLN_2	LEC.LCMV.SLN_1	LEC.LCMV.SLN_2
miR-377-3p	mmu-miR-377-3p	MI0000794	MIMAT0000741	mir-377	miR-377-3p	C16	1	0.103962665	0.100039096	0.133501807	0.100091484	0.100140469	0.126897362	0.100350879	0.100203083	0.100334671	0.100081639	0.100265637	0.10009932	0.125683157	0.100046601	0.100075169	0.110500031	0.100039339	0.100316621	0.100197231	0.102830532	0.105293179	0.100920929	0.100099585	0.100064367	0.100013635	0.100122687	0.100083857	0.100284922	0.100086597	0.100234373	0.100156414	0.1001371	0.101358337	0.113810981	0.10269567	0.100432122	0.101288774	0.10038287	0.102130408	0.112734759	0.100079096	0.100079727	0.10307352	0.100276592	0.187683316	0.100478496	0.101455891	0.101487873	0.112876744	0.100350461	0.111805035	0.100074961	0.100052826	0.109354839	0.10072435	0.100083647	0.100379985	0.100917119	0.101725117	0.107932194	0.127351558	0.123305658	0.122430549	0.104025936	0.100565664	0.102633117	0.100131226	0.103818361	0.118171536	0.15969783	0.136829011	0.10122931	0.12243999	0.100124048	0.100095111	0.100064818	0.101670266	0.12082108	0.10045212	0.104211914	0.100332761	0.102421567	0.100170953	0.101495771	0.100115529	0.100074925	0.100206536	0.101942565	0.114954827	0.100268393	0.111950409	0.100201881	0.100754779	0.107638459	0.107291363	0.145631928	0.170961297	0.102004946	0.100531836	0.11388625	0.101076536	0.133928194	0.10137507	0.102774201	0.100566734	0.102974757	0.100822773	0.102042233	0.100119279	0.100155197	0.100076997	0.100164763	0.10358772	0.100828159	0.100651379	0.100226202	0.101211889	0.100914513	0.101156784	0.1096295	0.111160751	0.100229369	0.100359371	0.100244141	0.108004615	0.100480872	0.104951556	0.100277772	0.108809698	0.101287193	0.128495034	0.223290446	0.102895762	0.137762562	0.102189102	0.100230541	0.103234434	0.100105405	0.115967335	0.100083462	0.105313076
miR-654-5p	mmu-miR-654-5p	MI0005520	MIMAT0004897	mir-654	miR-654-5p	C17	1	0.100016057	0.100039096	0.100057409	0.100232182	0.103917695	0.116678238	0.100350879	0.14106412	0.100334671	0.100081639	0.100265637	0.156099523	0.105366758	0.100046601	0.100075169	0.111479246	0.100039339	0.100316621	0.100197231	0.168741466	0.125528989	0.100920929	0.105704844	0.102763983	0.11104117	0.100122687	0.100083857	0.100284922	0.131606676	0.100234373	0.100156414	0.1001371	0.101358337	0.18634315	0.113960703	0.14090194	0.101288774	0.10038287	0.102130408	0.100079662	0.100079096	0.100079727	0.137164424	0.100276592	0.172183877	0.100478496	0.286130226	0.146322827	0.112876744	0.274891653	0.111805035	0.100074961	0.111215934	0.10013654	0.108423041	0.116720069	0.100379985	0.100917119	0.101725117	0.107932194	0.100091689	0.100101284	0.100124769	0.10720901	0.100565664	0.102633117	0.100131226	0.103818361	0.100080037	0.100070801	0.10007766	0.10122931	0.12243999	0.100124048	0.100095111	0.100064818	0.10950582	0.105477159	0.113553275	0.104211914	0.10044952	0.117644636	0.112012997	0.101495771	0.100115529	0.100074925	0.100206536	0.101942565	0.114954827	0.100831424	0.111950409	0.126665215	0.100754779	0.107638459	0.100102984	0.100047815	0.101434237	0.168518292	0.100531836	0.11815543	0.101076536	0.10709005	0.10137507	0.102774201	0.100566734	0.102974757	0.100822773	0.102042233	0.100119279	0.12642748	0.100076997	0.104455203	0.125370898	0.100828159	0.100651379	0.100226202	0.101211889	0.100914513	0.101156784	0.1096295	0.111160751	0.100229369	0.145717754	0.100244141	0.108004615	0.100480872	0.104951556	0.100277772	0.108809698	0.143868168	0.128495034	0.100231355	0.102895762	0.103728171	0.102189102	0.100230541	0.103234434	0.100105405	0.115967335	0.100083462	0.105313076
miR-677-5p	mmu-miR-677-5p	MI0004634	MIMAT0003451	mir-677	miR-677-5p	C18	1	2.80542638	3.49141694	2.964190779	9.567801194	2.659414994	4.526779207	3.082146876	49.3847394	3.104835879	1.127751527	1.510233622	3.635410501	1.084381381	2.531724218	0.550191198	3.382645028	0.582180279	7.905241056	3.734389091	1.844261173	1.851203822	2.937357481	3.372369581	14.89184002	13.61919347	5.569551547	7.326617442	2.569887009	0.584185286	0.74498047	0.545920421	1.046642812	5.003966731	0.190385034	0.101381314	0.151810969	1.906309559	0.618871824	2.958083015	5.923100802	13.23869045	14.86422967	3.166759184	9.472831926	11.27677353	21.30934337	8.44841333	36.12441447	11.74505512	338.4703169	11.65257202	8.001316062	23.00215583	6.42988619	9.103908364	13.65915869	10.22035041	6.352863039	12.33018024	17.52994601	2.25759506	31.69853069	4.520727652	4.153728737	18.871913	17.57631673	5.921194382	10.7118591	4.409481461	33.05717101	4.689672249	2.177497155	0.236980282	10.67327496	13.3707453	7.583069807	9.06229291	5.765627684	9.807701404	10.36567059	7.663196106	4.497786902	9.513532347	24.82230892	2.667398435	7.156383245	2.701876427	7.68263735	0.208671016	1.624211396	0.175384181	2.902337505	23.90844268	42.90769586	7.147370444	12.76849555	4.578201631	6.272567592	0.837723048	4.718946721	2.8686844	6.160136161	4.48886371	11.92237442	6.265103602	6.127880604	1.454294493	5.01573758	0.92522034	1.671635993	3.279190869	12.4179218	2.888904842	4.308296824	6.165765269	3.606289862	51.79814359	9.928128161	30.30125642	7.656114963	6.963727631	4.376769915	23.95825349	6.440508946	15.88163645	0.814085977	3.889793048	0.963395946	4.921799989	0.588841618	0.246340273	7.923978697	13.25694628	4.533072269	8.378300908	4.268875795	17.97190629	1.26899993	4.795360614	7.900706455	19.17971473
miR-671-3p	mmu-miR-671-3p	MI0004133	MIMAT0004821	mir-671	miR-671-3p	C19	1	0.185914198	0.323554332	0.408567367	0.894760603	0.644294644	0.522606773	0.266106093	5.103266046	0.688924159	0.805427221	0.383682044	1.015196124	0.324800523	0.580005397	0.428954635	0.390631995	0.678330447	1.892415958	1.00136515	0.719057485	0.261456226	0.413806567	1.097129175	0.622659626	0.489422642	0.41632472	0.702693782	0.879989608	0.72535297	0.833664487	0.17505557	0.620640338	0.101569702	0.593269253	1.655835346	0.895095071	6.905748312	0.34009982	0.247762401	1.712002009	1.345060767	1.654901901	0.3942624	1.320557995	3.879597775	0.559266877	1.675110227	2.362674197	0.169957848	21.4701107	3.650147829	0.576054264	1.113245498	1.000349798	0.698285395	1.025096413	0.769467235	1.836834669	1.735908473	2.045569537	0.398754672	1.303550013	0.614273296	0.99973365	0.765123739	0.205880781	0.395899641	0.118584467	1.057112247	1.284019516	0.436627695	0.32402176	4.778718764	0.799341342	4.032296515	0.438115469	0.450360724	0.853057711	1.296110667	1.692272131	0.560630175	1.114737444	0.633997519	2.482811758	0.609433441	0.847713231	0.478200618	0.676392348	0.166269105	0.478957009	0.151585969	1.201962958	0.923611456	5.589100312	0.48216279	4.354879003	1.708543321	1.987531616	0.522118063	1.992141414	2.564650235	2.407117415	1.61740287	1.091027332	0.79935867	5.285445143	1.282147755	0.512632715	0.59035012	1.171447647	0.744890584	1.072308304	0.59372511	2.165209036	1.540237573	0.620127822	3.828119715	0.108153107	0.996075647	1.775084012	0.159364463	1.301638004	1.97753219	1.037821077	0.141183723	0.674527443	2.177068191	0.392241173	0.138259466	0.104543006	0.271580946	0.438474422	2.126670927	0.907570838	1.744282025	0.831873823	2.919503502	0.367515676	0.163264848	0.499747063	0.139046233
miR-466d-3p	mmu-miR-466d-3p	MI0005546	MIMAT0004931	mir-466d	miR-297bc-3p/466ade-3p/467g	C20	1	1.671128988	2.259775884	1.005047576	3.568488529	0.700909429	2.148293419	1.693760259	2.914478136	0.453935516	0.14597799	0.183829313	0.806109883	0.319517885	2.499729424	0.871913735	1.091088217	0.26533137	20.92131452	5.278189268	0.625615909	2.262377292	0.266899113	1.894934741	6.205228598	4.801059972	2.842749681	2.252867483	2.179261281	10.83068646	6.356097675	10.68555998	15.53886796	3.609353441	0.216599951	1.105279978	0.333387967	0.962759212	0.202289278	1.212290039	0.952457095	0.905174467	1.027278804	0.8988912	1.708484863	0.376440946	0.381641281	0.239924604	5.640673104	1.440223326	6.312140345	0.111805035	0.458436338	0.462703322	0.238445903	0.139142757	0.2494285	0.199740976	0.181604856	3.347784788	16.55011709	60.3851422	38.29896068	57.51188492	55.53300703	79.32815539	22.94096525	20.59769753	7.627347941	22.84457712	12.51390438	45.42092804	3.967642591	0.642254388	24.04995209	43.47648609	19.15595114	20.23216406	11.24803683	3.501095361	5.412890955	1.27000598	9.015055294	1.066042074	2.302211125	14.60913118	15.60598492	11.09318012	5.764265352	3.317953026	3.659299035	5.936785832	4.86514331	5.884659636	6.627511469	0.558801868	1.064945853	1.290826636	1.041936616	0.697404458	0.172587704	0.101076536	0.313879348	0.701499792	0.475081124	0.256394548	6.814076445	0.978829285	0.212187012	14.33801149	18.49159566	17.72013377	54.47609842	10.01418521	10.20835224	6.766759449	6.489420201	53.03246626	18.27223726	3.356178188	0.870370508	18.98991387	16.02455302	29.68611367	19.73560303	12.70262145	0.429879927	0.104951556	0.746795831	0.108809698	0.464757303	0.128495034	0.219895957	0.572466119	10.44823082	1.804557388	1.899611074	1.621366115	2.881174473	1.60236229	3.564990197	5.608779883
miR-224-5p	mmu-miR-224-5p	MI0000711	MIMAT0000671	mir-224	miR-224-5p	C21	1	0.176932349	0.127227933	0.135953802	0.100144088	0.127388982	0.110133131	0.100350879	0.178728896	0.100334671	0.107700986	0.100265637	0.212358114	0.104721043	0.122824822	0.124000949	0.223813713	0.147878244	0.544393548	0.100197231	0.228857982	0.125200443	0.100920929	0.146761682	0.101851813	0.121055868	0.138407815	0.100083857	0.100284922	0.100086597	0.100234373	0.100156414	0.114784631	0.101358337	0.330804139	2.886345662	0.339008788	1.165473073	0.380704038	0.102130408	0.100079662	0.110250731	0.147584354	0.144200301	0.100276592	0.107929032	0.100478496	0.101455891	0.101487873	0.112876744	0.502964602	0.111805035	0.100074961	0.100052826	0.10013654	0.122771525	0.108136969	0.176215228	0.116089092	0.261050213	0.107932194	0.1349787	0.140091629	0.272557495	0.155810146	0.100565664	0.102633117	0.165748166	0.103818361	0.12711291	0.173696785	0.162736123	0.24215695	0.12243999	0.14819423	0.176348849	0.122408948	0.101670266	0.105477159	0.208691803	0.104211914	0.115763199	0.175736985	0.100170953	0.101495771	0.144462868	0.235492636	0.290597888	0.101942565	0.114954827	0.100268393	0.111950409	0.100201881	0.204511117	0.107638459	0.288199373	0.626648052	0.172375442	0.14520005	0.100531836	0.103849268	0.101076536	1.314640178	0.10137507	0.102774201	0.100566734	0.511323676	0.217424203	0.102042233	0.14686518	0.100155197	0.169833751	0.127433062	0.168855467	0.100828159	0.128474335	0.107237578	0.101211889	0.100914513	0.232820493	0.1096295	0.111160751	0.113160702	0.116177061	0.100244141	0.108004615	1.264971255	0.325506925	0.165409393	0.808607896	1.075925915	1.243144265	3.281956781	2.902525662	12.95961993	5.8688737	9.867025878	7.656533963	0.151252777	0.115967335	0.301549646	0.204182053
miR-434-3p	mmu-miR-434-3p	MI0001526	MIMAT0001422	mir-434	miR-434-3p	C22	1	4.656926587	5.497896099	1.253948759	74.91385147	30.71875395	1556.37167	62.97036946	0.195205796	1.007241689	1826.94831	272.2528273	400.2317554	8.732192565	0.428462849	0.475083522	0.159968138	43.42840396	105.6651827	0.30849454	61.64085657	33.10635542	44.34021631	12.65385049	23.93163872	4.84162099	33.28104929	9.25454083	11.80937393	8.320931099	13.05746256	10.63382829	23.9636528	0.165681729	48.03493116	110.9349156	95.84122764	39.17433886	19.02931064	38.07862939	52.47609155	34.21739234	0.696471578	45.68675903	31.24566212	56.6526873	50.55220154	46.47407428	76.87003579	0.35841122	1.226966075	6.841812199	14.96402564	33.14307681	10.63464753	5.526133725	82.15621181	34.39986449	41.3102747	0.134204635	2.906234082	10.99999507	54.4095161	232.1978614	15.00702145	0.210877783	2.853276362	0.443308693	0.108329778	5.096823628	3.911086631	8.05078574	0.273879287	68.52321236	1.130518662	481.2503686	14.9535406	2.549586224	10.8361161	318.0159052	28.88432228	331.6667892	9.126451069	286.2754761	58.90997654	3.508316389	240.4864691	9.645371696	30.08002514	44.52016081	271.3871696	247.6032385	761.1772587	44.86418948	1.132882444	5.674654413	69.76247024	4.441918069	3.178288292	0.406971151	880.9342116	203.1882917	527.2372211	781.9679178	18.98333777	0.769967168	11.00772152	701.9066586	12.49236902	32.40926191	113.7876075	0.571029101	16.37948581	42.4910824	177.7090154	47.22817301	182.3813574	1.337634114	3.361129541	31.71781683	473.305427	1.228527694	272.4320281	24.39739217	26.45449517	3.979566978	0.280131771	37.3390187	0.120559138	0.219539588	0.515345911	0.394445644	0.120491381	0.159732008	1.260571372	15.2872252	0.197899499	0.160463488	0.329987508	0.335479907	0.247674902	7.462081071
miR-375-3p	mmu-miR-375-3p	MI0000792	MIMAT0000739	mir-375	miR-375-3p	C23	1	0.146225164	0.301431998	0.56489155	0.480917688	0.296744309	0.584875394	0.231469638	0.846964697	0.362014396	0.456252964	0.178617094	1.120902995	0.281191297	1.761205662	0.335945793	1.001587767	0.207668128	0.473080103	0.133960272	1.797075697	0.591636122	1.292435691	0.238403963	0.217099441	0.233178971	0.997574146	0.324213428	1.007388575	0.515288152	1.231592222	0.444147512	0.378296022	0.362548134	1.019358718	0.888351029	0.550070022	0.408406163	0.564113566	0.11856896	0.442913233	0.512840642	0.218270777	0.58241804	0.11019179	0.253916964	0.142599029	0.546290342	0.989055971	0.412089109	1.600779568	0.549841772	0.372268177	0.450696248	0.792997547	3.918103705	2.717075996	0.744537902	0.610420335	0.971795293	0.17854888	0.445075683	0.499748504	0.368436185	0.383304632	0.545184676	0.216047163	0.393843696	0.107963874	0.400046098	0.467902709	0.439582603	0.482715057	1.245758258	0.821892245	0.329883582	0.37882191	0.214331098	0.359918124	0.477917678	0.308287395	0.356870084	0.350286691	0.173004363	0.324416887	0.571306484	0.334864137	0.622492054	0.436693617	0.324669646	0.343546428	1.599927023	0.170356941	0.276897112	0.162827412	0.827020782	0.377312566	0.276640203	0.245350119	0.191624703	0.324090132	0.170760608	0.594600075	0.19881866	0.151561034	0.135122432	1.200411559	0.659984748	0.561482092	0.906402281	0.673175423	0.504069489	0.164963284	0.45688772	0.21929548	0.280984574	0.262484292	1.156141994	0.143667624	0.295916427	0.98235424	0.269613702	0.276772396	0.253063246	0.107761722	0.197633089	18.99490443	2.843465513	6.556918339	6.278363	29.35022425	13.26440243	2.647321534	11.92891452	10.27478791	5.259075143	1.833593359	4.617008541	3.244115121	2.708805054	5.450474758	7.178728697
miR-302b-3p	mmu-miR-302b-3p	MI0003716	MIMAT0003374	mir-302b	miR-291-3p/294-3p/295-3p/302-3p	C24	1	0.100016057	0.100039096	0.100057409	0.100091484	0.110311671	0.10406655	0.100350879	0.100203083	0.100334671	0.100469301	0.100265637	0.139539968	0.106494657	0.100046601	0.100075169	0.100057937	0.100039339	0.100316621	0.100197231	0.118430254	0.10345158	0.100920929	0.105021041	0.101284314	0.104355996	0.100122687	0.100083857	0.100284922	0.100086597	0.100234373	0.100156414	0.114474921	0.101358337	0.110039963	0.10269567	0.136094354	0.101288774	0.154396072	0.102130408	0.100079662	0.100079096	0.100079727	0.107123339	0.100276592	0.103377633	0.100478496	0.101455891	0.22667158	0.112876744	0.100350461	0.111805035	0.100074961	0.102606208	0.10013654	0.103809344	0.109089638	0.100379985	0.100917119	0.234168895	0.107932194	0.100091689	0.100101284	0.100124769	0.106396685	0.100565664	0.102633117	0.10016681	0.103818361	0.100080037	0.100070801	0.10007766	0.10122931	0.12243999	0.100124048	0.100095111	0.100064818	0.101670266	0.105477159	0.10045212	0.117940455	0.114007357	0.11398017	0.100317719	0.101495771	0.100115529	0.100074925	0.100206536	0.101942565	0.114954827	0.114505199	0.111950409	0.101849837	0.100754779	0.107638459	0.100102984	0.100047815	0.10007417	0.102004946	0.100531836	0.10039626	0.101076536	0.126317961	0.10137507	0.102774201	0.100566734	0.102974757	0.100822773	0.102042233	0.100119279	0.100155197	0.100076997	0.100167239	0.111359861	0.100828159	0.100651379	0.10165159	0.101211889	0.100914513	0.138067844	0.1096295	0.111160751	0.107728238	0.111108151	0.100244141	0.108004615	0.100480872	0.104951556	0.100277772	0.108809698	0.110562179	0.128495034	0.100231355	0.102895762	0.100028132	0.102189102	0.100230541	0.103234434	0.100105405	0.115967335	0.100083462	0.105313076
miR-652-3p	mmu-miR-652-3p	MI0004965	MIMAT0003711	mir-652	miR-652-3p	D1	1	139.0766542	96.59725896	73.02978491	244.2425231	29.02203338	83.74637789	60.2595421	34.0276446	15.97424904	15.22490468	322.4114756	33.36276485	113.6727173	81.16453606	13.34962672	88.53094119	225.8886834	139.4151689	292.3286397	10.45974968	65.5170185	244.47751	242.8529249	138.5112909	111.526175	24.59375535	128.749745	28.31078326	104.8876251	200.2008087	148.6740659	323.3063515	163.1214233	13.15558653	46.44658927	29.74751614	166.1928604	37.55667164	18.29486781	49.53971819	139.4208048	38.78311411	8.988762369	57.07195625	15.83726757	7.101011892	15.32619714	0.946674795	18.92670259	40.15582303	7.22807521	21.90020293	37.59095047	35.76637998	35.26229436	28.59241673	13.61818271	9.068779321	13.80965201	10.84664645	87.53740347	87.95315677	109.4349049	40.61289166	61.49528278	64.87715494	11.41641379	60.93343752	35.1795443	90.58451164	81.65067001	19.77649692	18.50070075	33.70392718	87.32528328	79.92947921	19.34785036	92.42625487	11.21178658	23.02054778	30.71153183	27.88637826	18.35490646	18.2622384	24.42646509	99.06000261	62.62809298	18.5523898	41.41434673	11.72444154	13.6202874	7.091183823	24.41460108	78.14052452	13.67594104	126.8750564	107.8106199	54.41901431	223.5676872	22.91894263	65.01103537	18.80716402	12.42793459	3.781444567	18.42420953	47.96937854	31.5714612	21.25269503	68.96235867	48.11807606	128.6715089	177.5518021	30.8082128	11.11645315	10.40553797	74.60336662	66.96537966	127.200054	15.16550401	6.272359931	151.1270197	50.67948781	81.2244589	303.1072872	20.11305949	10.01935218	6.537324682	3.521788385	2.835177798	6.595822643	4.300410794	3.793903563	3.341789198	31.77364054	6.481797189	17.54055272	10.01131059	25.65870041	11.80060894	28.78517516	11.5323243
miR-330-5p	mmu-miR-330-5p	MI0000607	MIMAT0004642	mir-330	miR-326-3p/330-5p	D2	1	0.128298884	0.132211513	0.113229145	1.012414825	0.137181241	0.1432829	0.10117131	0.339372337	0.209423488	0.177706839	0.3796976	0.340288181	0.156396017	0.454631343	0.32062244	0.171483478	0.11941392	0.277595311	0.123202658	0.236049059	0.199180774	0.692767314	0.361919943	0.817025897	0.567478826	0.169918082	0.552131733	0.445984469	0.426737122	1.17699633	0.981358583	0.581423234	1.193183173	0.261125244	0.823378045	0.753786368	4.215430102	0.27520218	0.316350274	0.17286629	0.684139959	0.675823121	0.132160506	0.919259162	0.132199128	0.139236608	0.111027557	0.101733656	0.156010255	1.045677569	0.300586709	0.311960446	0.467915244	0.131420495	0.314986652	0.311457767	0.160681242	0.107631402	0.101923377	0.136694381	0.475498972	0.417590566	0.202985136	0.315763409	0.350578465	0.122759913	0.388822595	7.817624372	0.176446347	0.49590398	0.387779423	0.679746814	0.269220379	0.629883087	0.134660975	0.197586536	0.225384373	0.140783758	0.443908506	8.73592467	0.290708077	0.322287278	0.326686804	0.113574318	0.114664177	0.466004684	1.339114936	0.102245062	0.165794977	0.225196803	0.181993884	0.1548432	0.311926518	0.158033232	0.179395989	0.630986647	1.259897742	0.33908017	0.237476715	0.146033926	0.247576785	0.183210078	0.101644136	0.103950353	1.827567679	0.908549167	0.599187576	0.101776774	0.380606285	0.280064162	0.42506938	1.333430083	0.131404575	0.100953035	0.126539015	2.266411478	6.18662737	0.811337467	0.112155486	0.109752581	0.15904395	0.285823256	4.84190498	1.224884114	0.172071053	0.127979198	0.131847586	0.153483042	0.157089664	0.10160133	0.213113385	0.170050735	0.12168717	0.297304228	0.118814637	0.200535783	0.12486761	0.193450268	0.203077514	0.289796752	0.141448229
miR-495-3p	mmu-miR-495-3p	MI0004639	MIMAT0003456	mir-495	miR-495-3p	D3	1	0.128384268	0.140147177	0.113739924	0.1091371	0.100140469	0.161319195	0.100350879	0.10110904	0.151765378	0.106516866	0.28886551	0.177001916	0.154292511	0.154865207	0.135171854	0.146258067	0.100039339	0.473731591	0.565217936	0.106624815	0.123238133	0.100920929	0.11555454	0.110138775	0.101255551	0.134642154	0.122789306	0.133838643	0.117626761	0.100234373	0.149814087	0.230921374	0.101358337	0.108746659	0.10269567	0.178644955	0.101288774	0.102929928	0.102130408	0.146481036	0.129456432	0.114943402	0.103009854	0.100276592	0.2715924	0.100478496	0.101455891	0.101487873	0.135138664	0.527822465	0.111805035	0.1263711	0.19562097	0.27632255	0.130591081	0.111725411	0.100379985	0.100917119	0.101725117	0.107932194	0.100091689	0.204852938	0.212097576	0.1075921	0.100565664	0.941151653	0.100131226	0.480565951	0.237513556	0.151464445	0.10007766	0.10122931	0.12243999	0.306076554	0.28741344	0.173904044	0.101670266	0.105477159	0.10045212	0.104211914	0.110680679	0.104799775	0.112101879	0.101495771	0.245573129	0.122111973	0.256664676	0.101942565	0.114954827	0.100268393	0.111950409	0.100201881	0.100754779	0.107638459	0.298350793	0.139463501	0.119967415	0.311410744	0.100531836	0.12711041	0.101076536	0.219151318	0.10137507	0.102774201	0.100566734	0.102974757	0.100822773	0.102042233	0.113963801	0.129427126	0.100076997	0.115734377	0.111798429	0.190042458	0.182995362	0.121394963	0.101211889	0.19488612	0.101156784	0.1096295	0.111160751	0.100229369	0.100359371	0.100244141	0.108004615	0.100480872	0.104951556	0.184594422	0.108809698	0.273294326	0.128495034	0.347599592	0.102895762	0.609526501	0.282541415	0.261097106	0.103234434	0.100105405	0.115967335	0.180634918	0.105313076
miR-667-3p	mmu-miR-667-3p	MI0004196	MIMAT0003734	mir-667	miR-667-3p	D4	1	0.417254829	0.573860566	0.61387377	0.444784547	0.177999156	0.424821837	0.242945502	0.262525245	0.153575262	0.224956736	0.296333786	0.26755308	0.306696845	0.966281128	0.3557985	0.926907952	0.546995786	0.260963637	0.266557447	0.17723602	0.126567287	1.260590349	0.342442535	0.215929845	0.204561324	0.885610581	0.489756221	1.3579529	0.495257008	0.996617716	0.296597048	0.433758875	0.101358337	0.1339158	1.03667975	0.143848052	1.562822287	0.332001622	1.116840767	0.426457853	0.549283231	0.350957156	0.294116998	0.168237847	0.103377633	0.457151263	0.359092427	0.281775507	0.880583116	2.943532602	1.132671367	0.841495078	0.456799655	1.019131572	0.28523062	0.416680972	0.144295917	0.100917119	0.101725117	0.619664274	0.654387617	0.759995532	0.46931672	0.165355955	0.100565664	0.102633117	0.123344013	0.251986161	0.410496507	0.387566454	0.621738808	0.207145342	1.35027197	1.521367397	0.703001525	0.430461263	0.236225455	1.41769898	0.202010905	0.104211914	0.108464479	0.277384799	0.159818229	0.101495771	0.722227496	0.216322061	1.812213301	0.101942565	0.114954827	0.219496169	0.902444407	0.100201881	0.213375747	0.107638459	0.887343231	0.481694662	0.184405489	0.265457289	0.229573912	0.264263243	0.364188773	0.512180091	1.307732873	0.902882555	0.100566734	0.284512989	0.123222129	0.102042233	0.496944616	0.945530326	0.499747367	1.151888249	0.178400841	0.194279756	0.403655818	0.2279096	0.586661483	0.986680693	0.241800922	0.929654148	0.111160751	0.276739533	0.138801196	0.499702915	0.108004615	0.100480872	0.104951556	0.281064066	0.108809698	0.5001432	0.128495034	1.560780403	0.417423596	0.532325819	0.603653926	0.372526266	0.103234434	0.194619514	0.115967335	0.49413683	1.502850886
